Longitude, Latitude, Heterozygocity
200,100,0.167627
400,300,NaN
0,0,NaN
200,200,0.146753
400,400,0.144006
0,100,0.178240
200,300,0.185737
0,200,0.177361
200,400,0.170541
0,300,0.168198
0,400,0.159732
300,0,0.167381
300,100,0.137363
100,0,NaN
300,200,0.109799
100,100,0.157648
300,300,0.147070
100,200,0.139361
300,400,0.140884
100,300,0.154936
100,400,0.167715
400,0,0.121142
400,100,NaN
200,0,0.147509
400,200,NaN
