Longitude, Latitude, Total, Males, Females
200,100,62,39,23
400,300,0,0,0
0,0,0,0,0
200,200,77,40,37
400,400,48,20,28
0,100,105,55,50
200,300,109,52,57
0,200,101,52,49
200,400,95,50,45
0,300,133,73,60
0,400,69,36,33
300,0,65,31,34
300,100,53,28,25
100,0,0,0,0
300,200,20,11,9
100,100,64,36,28
300,300,44,23,21
100,200,60,39,21
300,400,68,40,28
100,300,86,45,41
100,400,109,51,58
400,0,43,19,24
400,100,0,0,0
200,0,66,32,34
400,200,0,0,0
