Longitude, Latitude, Total, Males, Females
200,100,65,38,27
400,300,0,0,0
0,0,0,0,0
200,200,55,22,33
400,400,66,34,32
0,100,110,59,51
200,300,105,46,59
0,200,114,54,60
200,400,131,53,78
0,300,97,47,50
0,400,89,49,40
300,0,52,28,24
300,100,63,39,24
100,0,0,0,0
300,200,17,9,8
100,100,64,35,29
300,300,34,15,19
100,200,83,39,44
300,400,71,33,38
100,300,93,40,53
100,400,121,66,55
400,0,32,20,12
400,100,0,0,0
200,0,78,40,38
400,200,0,0,0
