Longitude, Latitude, Heterozygocity
200,100,0.174957
400,300,NaN
0,0,NaN
200,200,0.159295
400,400,0.143533
0,100,0.173301
200,300,0.195848
0,200,0.179062
200,400,0.174659
0,300,0.176215
0,400,0.170339
300,0,0.176038
300,100,0.148313
100,0,NaN
300,200,0.108003
100,100,0.158756
300,300,0.147586
100,200,0.135259
300,400,0.150213
100,300,0.169830
100,400,0.168014
400,0,0.125225
400,100,NaN
200,0,0.151973
400,200,NaN
