Longitude, Latitude, Heterozygocity
200,100,0.174144
400,300,NaN
0,0,NaN
200,200,0.161949
400,400,0.150632
0,100,0.175924
200,300,0.195584
0,200,0.182996
200,400,0.174938
0,300,0.179308
0,400,0.173795
300,0,0.175041
300,100,0.145532
100,0,NaN
300,200,0.104978
100,100,0.162012
300,300,0.150266
100,200,0.142635
300,400,0.150730
100,300,0.172886
100,400,0.167713
400,0,0.128333
400,100,NaN
200,0,0.155632
400,200,NaN
