Longitude, Latitude, Total, Males, Females
200,100,77,39,38
400,300,0,0,0
0,0,0,0,0
200,200,61,35,26
400,400,58,30,28
0,100,108,54,54
200,300,127,65,62
0,200,102,54,48
200,400,99,45,54
0,300,136,64,72
0,400,97,47,50
300,0,96,49,47
300,100,60,32,28
100,0,0,0,0
300,200,11,4,7
100,100,67,32,35
300,300,44,21,23
100,200,86,49,37
300,400,63,27,36
100,300,107,59,48
100,400,130,64,66
400,0,25,12,13
400,100,0,0,0
200,0,46,19,27
400,200,0,0,0
