Longitude, Latitude, Total, Males, Females
200,100,49,21,28
400,300,0,0,0
0,0,0,0,0
200,200,59,30,29
400,400,47,28,19
0,100,117,57,60
200,300,121,57,64
0,200,100,53,47
200,400,100,49,51
0,300,111,52,59
0,400,75,46,29
300,0,68,26,42
300,100,56,30,26
100,0,0,0,0
300,200,18,8,10
100,100,78,41,37
300,300,18,8,10
100,200,66,35,31
300,400,44,19,25
100,300,111,55,56
100,400,103,41,62
400,0,32,17,15
400,100,0,0,0
200,0,58,28,30
400,200,0,0,0
