Longitude, Latitude, Total, Males, Females
200,100,72,32,40
400,300,27,15,12
0,0,64,27,37
200,200,60,26,34
400,400,37,18,19
0,100,28,17,11
200,300,25,13,12
0,200,49,24,25
200,400,23,10,13
0,300,26,11,15
0,400,49,22,27
300,0,56,24,32
300,100,121,63,58
100,0,47,24,23
300,200,36,20,16
100,100,65,34,31
300,300,90,42,48
100,200,82,42,40
300,400,52,25,27
100,300,19,14,5
100,400,22,10,12
400,0,105,42,63
400,100,43,20,23
200,0,75,36,39
400,200,72,35,37
