Longitude, Latitude, Heterozygocity
200,100,0.537101
400,300,0.503470
0,0,0.523858
200,200,0.524760
400,400,0.499661
0,100,0.511999
200,300,0.499927
0,200,0.523648
200,400,0.498850
0,300,0.490751
0,400,0.545300
300,0,0.545829
300,100,0.572208
100,0,0.520576
300,200,0.513914
100,100,0.554719
300,300,0.552757
100,200,0.559999
300,400,0.524281
100,300,0.496350
100,400,0.498780
400,0,0.565110
400,100,0.510089
200,0,0.536832
400,200,0.524915
