Longitude, Latitude, Heterozygocity
200,100,0.161981
400,300,NaN
0,0,NaN
200,200,0.143190
400,400,0.128605
0,100,0.171229
200,300,0.181398
0,200,0.173499
200,400,0.165143
0,300,0.159737
0,400,0.146430
300,0,0.159776
300,100,0.132936
100,0,NaN
300,200,0.108891
100,100,0.145673
300,300,0.144010
100,200,0.123676
300,400,0.121702
100,300,0.147595
100,400,0.157990
400,0,0.114924
400,100,NaN
200,0,0.141636
400,200,NaN
