Longitude, Latitude, Total, Males, Females
200,100,94,49,45
400,300,43,23,20
0,0,56,28,28
200,200,60,34,26
400,400,26,10,16
0,100,44,20,24
200,300,35,24,11
0,200,52,23,29
200,400,30,14,16
0,300,13,8,5
0,400,63,35,28
300,0,75,35,40
300,100,88,42,46
100,0,54,21,33
300,200,36,21,15
100,100,75,33,42
300,300,99,41,58
100,200,87,40,47
300,400,45,22,23
100,300,19,12,7
100,400,25,13,12
400,0,100,53,47
400,100,28,16,12
200,0,72,42,30
400,200,52,27,25
