Longitude, Latitude, Heterozygocity
200,100,0.540242
400,300,0.507324
0,0,0.525801
200,200,0.527590
400,400,0.500450
0,100,0.515088
200,300,0.502593
0,200,0.527404
200,400,0.498850
0,300,0.490751
0,400,0.548326
300,0,0.551962
300,100,0.577776
100,0,0.521689
300,200,0.516596
100,100,0.557958
300,300,0.561376
100,200,0.568770
300,400,0.526652
100,300,0.497500
100,400,0.499057
400,0,0.565452
400,100,0.513629
200,0,0.539985
400,200,0.530234
