Longitude, Latitude, Total, Males, Females
200,100,91,52,39
400,300,33,16,17
0,0,47,17,30
200,200,74,33,41
400,400,15,5,10
0,100,47,25,22
200,300,29,21,8
0,200,41,17,24
200,400,18,9,9
0,300,14,5,9
0,400,87,51,36
300,0,90,46,44
300,100,113,58,55
100,0,44,23,21
300,200,41,21,20
100,100,82,36,46
300,300,100,53,47
100,200,69,34,35
300,400,45,19,26
100,300,24,17,7
100,400,23,9,14
400,0,78,37,41
400,100,43,22,21
200,0,67,39,28
400,200,48,22,26
