Longitude, Latitude, Total, Males, Females
200,100,50,21,29
400,300,48,17,31
0,0,46,22,24
200,200,35,16,19
400,400,51,25,26
0,100,30,12,18
200,300,36,17,19
0,200,34,21,13
200,400,47,23,24
0,300,39,23,16
0,400,29,13,16
300,0,29,14,15
300,100,29,13,16
100,0,21,13,8
300,200,36,20,16
100,100,30,18,12
300,300,53,22,31
100,200,36,23,13
300,400,8,3,5
100,300,41,20,21
100,400,29,18,11
400,0,35,23,12
400,100,38,18,20
200,0,35,20,15
400,200,41,22,19
