Longitude, Latitude, Total, Males, Females
200,100,33,18,15
400,300,52,29,23
0,0,57,30,27
200,200,45,27,18
400,400,45,18,27
0,100,44,18,26
200,300,40,14,26
0,200,55,27,28
200,400,37,23,14
0,300,23,15,8
0,400,42,23,19
300,0,49,19,30
300,100,38,17,21
100,0,50,28,22
300,200,41,15,26
100,100,50,30,20
300,300,59,30,29
100,200,31,17,14
300,400,53,31,22
100,300,52,25,27
100,400,25,17,8
400,0,48,33,15
400,100,39,18,21
200,0,20,14,6
400,200,33,20,13
