Longitude, Latitude, Heterozygocity
200,100,0.136022
400,300,0.132247
0,0,0.137581
200,200,0.143898
400,400,0.140318
0,100,0.132090
200,300,0.147210
0,200,0.138644
200,400,0.135910
0,300,0.132135
0,400,0.152770
300,0,0.130536
300,100,0.154895
100,0,0.121712
300,200,0.139004
100,100,0.146002
300,300,0.150162
100,200,0.135982
300,400,0.159141
100,300,0.139514
100,400,0.122054
400,0,0.134171
400,100,0.123971
200,0,0.130286
400,200,0.112729
