Longitude, Latitude, Heterozygocity
200,100,0.124875
400,300,0.122095
0,0,0.133084
200,200,0.135664
400,400,0.127167
0,100,0.116178
200,300,0.139261
0,200,0.131535
200,400,0.117383
0,300,0.122752
0,400,0.138802
300,0,0.122663
300,100,0.132252
100,0,0.110746
300,200,0.127073
100,100,0.131986
300,300,0.132867
100,200,0.124732
300,400,0.132520
100,300,0.128871
100,400,0.109596
400,0,0.134532
400,100,0.112776
200,0,0.122120
400,200,0.102398
