Longitude, Latitude, Total, Males, Females
200,100,39,19,20
400,300,47,23,24
0,0,36,21,15
200,200,27,18,9
400,400,27,11,16
0,100,31,17,14
200,300,36,15,21
0,200,32,19,13
200,400,38,17,21
0,300,41,24,17
0,400,22,14,8
300,0,41,12,29
300,100,23,10,13
100,0,45,25,20
300,200,20,11,9
100,100,30,20,10
300,300,19,9,10
100,200,26,14,12
300,400,32,24,8
100,300,32,20,12
100,400,44,17,27
400,0,28,18,10
400,100,29,15,14
200,0,55,35,20
400,200,7,3,4
