Longitude, Latitude, Heterozygocity
200,100,0.562100
400,300,0.525381
0,0,0.555949
200,200,0.552606
400,400,0.505199
0,100,0.530867
200,300,0.517243
0,200,0.541015
200,400,0.499930
0,300,0.490751
0,400,0.581215
300,0,0.583392
300,100,0.607371
100,0,0.543554
300,200,0.540778
100,100,0.589981
300,300,0.588921
100,200,0.598858
300,400,0.544582
100,300,0.503888
100,400,0.500300
400,0,0.597753
400,100,0.528953
200,0,0.571911
400,200,0.550898
