Longitude, Latitude, Total, Males, Females
200,100,61,31,30
400,300,30,15,15
0,0,65,41,24
200,200,46,19,27
400,400,16,6,10
0,100,38,21,17
200,300,37,19,18
0,200,40,16,24
200,400,24,15,9
0,300,7,1,6
0,400,79,31,48
300,0,60,30,30
300,100,93,48,45
100,0,54,33,21
300,200,45,19,26
100,100,77,39,38
300,300,101,50,51
100,200,79,33,46
300,400,53,33,20
100,300,26,13,13
100,400,9,6,3
400,0,81,39,42
400,100,37,17,20
200,0,75,35,40
400,200,54,29,25
