Longitude, Latitude, Total, Males, Females
200,100,70,34,36
400,300,0,0,0
0,0,0,0,0
200,200,72,41,31
400,400,67,33,34
0,100,109,55,54
200,300,119,58,61
0,200,135,77,58
200,400,105,54,51
0,300,142,74,68
0,400,89,40,49
300,0,63,28,35
300,100,81,45,36
100,0,0,0,0
300,200,29,14,15
100,100,61,32,29
300,300,32,12,20
100,200,65,32,33
300,400,36,16,20
100,300,114,63,51
100,400,119,60,59
400,0,18,9,9
400,100,0,0,0
200,0,66,39,27
400,200,0,0,0
