Longitude, Latitude, Total, Males, Females
200,100,64,33,31
400,300,35,19,16
0,0,45,23,22
200,200,57,27,30
400,400,13,6,7
0,100,42,24,18
200,300,31,13,18
0,200,42,28,14
200,400,15,8,7
0,300,12,7,5
0,400,91,47,44
300,0,41,16,25
300,100,101,49,52
100,0,30,22,8
300,200,61,32,29
100,100,69,31,38
300,300,59,21,38
100,200,65,34,31
300,400,46,20,26
100,300,35,20,15
100,400,23,14,9
400,0,66,35,31
400,100,48,28,20
200,0,68,35,33
400,200,53,27,26
