Longitude, Latitude, Total, Males, Females
200,100,55,17,38
400,300,60,28,32
0,0,42,23,19
200,200,48,23,25
400,400,50,22,28
0,100,48,19,29
200,300,49,22,27
0,200,64,34,30
200,400,51,28,23
0,300,34,22,12
0,400,22,11,11
300,0,69,24,45
300,100,57,23,34
100,0,64,32,32
300,200,62,33,29
100,100,57,30,27
300,300,41,18,23
100,200,58,33,25
300,400,55,21,34
100,300,47,19,28
100,400,37,20,17
400,0,61,38,23
400,100,55,23,32
200,0,49,34,15
400,200,45,24,21
