Longitude, Latitude, Heterozygocity
200,100,0.119814
400,300,0.121165
0,0,0.136863
200,200,0.130270
400,400,0.123971
0,100,0.109291
200,300,0.133034
0,200,0.126088
200,400,0.111771
0,300,0.122109
0,400,0.136830
300,0,0.120425
300,100,0.132257
100,0,0.107047
300,200,0.128978
100,100,0.125927
300,300,0.136197
100,200,0.123876
300,400,0.130286
100,300,0.127047
100,400,0.108950
400,0,0.130070
400,100,0.110889
200,0,0.119401
400,200,0.097153
