Longitude, Latitude, Heterozygocity
200,100,0.558849
400,300,0.523288
0,0,0.551529
200,200,0.551793
400,400,0.504933
0,100,0.529879
200,300,0.515660
0,200,0.541308
200,400,0.499710
0,300,0.490968
0,400,0.573998
300,0,0.577211
300,100,0.602844
100,0,0.539853
300,200,0.541186
100,100,0.586727
300,300,0.588341
100,200,0.594949
300,400,0.542968
100,300,0.501838
100,400,0.499830
400,0,0.594745
400,100,0.528461
200,0,0.570883
400,200,0.545519
