Longitude, Latitude, Heterozygocity
200,100,0.134748
400,300,0.122951
0,0,0.135773
200,200,0.142001
400,400,0.125440
0,100,0.126773
200,300,0.146603
0,200,0.132068
200,400,0.130270
0,300,0.131398
0,400,0.144730
300,0,0.125148
300,100,0.149451
100,0,0.111570
300,200,0.130932
100,100,0.135626
300,300,0.144356
100,200,0.130752
300,400,0.138905
100,300,0.134454
100,400,0.112263
400,0,0.132934
400,100,0.116620
200,0,0.123357
400,200,0.115313
