Longitude, Latitude, Total, Males, Females
200,100,32,16,16
400,300,56,27,29
0,0,36,20,16
200,200,38,17,21
400,400,41,17,24
0,100,37,20,17
200,300,29,16,13
0,200,46,29,17
200,400,39,16,23
0,300,31,17,14
0,400,19,13,6
300,0,28,9,19
300,100,55,32,23
100,0,41,26,15
300,200,55,33,22
100,100,34,24,10
300,300,29,14,15
100,200,34,17,17
300,400,43,24,19
100,300,35,16,19
100,400,33,16,17
400,0,20,12,8
400,100,36,16,20
200,0,52,27,25
400,200,48,22,26
