Longitude, Latitude, Total, Males, Females
200,100,68,28,40
400,300,0,0,0
0,0,0,0,0
200,200,67,32,35
400,400,65,32,33
0,100,143,77,66
200,300,150,78,72
0,200,141,76,65
200,400,135,66,69
0,300,152,81,71
0,400,60,30,30
300,0,60,33,27
300,100,83,40,43
100,0,0,0,0
300,200,20,12,8
100,100,75,35,40
300,300,42,15,27
100,200,63,33,30
300,400,79,37,42
100,300,89,39,50
100,400,141,70,71
400,0,38,22,16
400,100,0,0,0
200,0,74,32,42
400,200,0,0,0
