Longitude, Latitude, Total, Males, Females
200,100,67,38,29
400,300,30,13,17
0,0,72,37,35
200,200,52,27,25
400,400,14,9,5
0,100,41,25,16
200,300,47,24,23
0,200,38,16,22
200,400,15,9,6
0,300,11,4,7
0,400,50,21,29
300,0,62,27,35
300,100,97,46,51
100,0,43,28,15
300,200,41,17,24
100,100,51,29,22
300,300,83,41,42
100,200,84,45,39
300,400,38,22,16
100,300,37,20,17
100,400,21,12,9
400,0,77,36,41
400,100,23,11,12
200,0,94,51,43
400,200,47,28,19
