Longitude, Latitude, Total, Males, Females
200,100,43,22,21
400,300,0,0,0
0,0,0,0,0
200,200,85,48,37
400,400,34,15,19
0,100,92,41,51
200,300,120,60,60
0,200,146,74,72
200,400,124,56,68
0,300,97,43,54
0,400,63,30,33
300,0,70,38,32
300,100,56,31,25
100,0,0,0,0
300,200,31,16,15
100,100,91,44,47
300,300,30,14,16
100,200,78,48,30
300,400,102,54,48
100,300,90,45,45
100,400,122,63,59
400,0,43,21,22
400,100,0,0,0
200,0,60,31,29
400,200,0,0,0
