Longitude, Latitude, Heterozygocity
200,100,0.168468
400,300,NaN
0,0,NaN
200,200,0.156281
400,400,0.141126
0,100,0.167345
200,300,0.189577
0,200,0.180900
200,400,0.171949
0,300,0.175158
0,400,0.161806
300,0,0.169383
300,100,0.143244
100,0,NaN
300,200,0.103584
100,100,0.161248
300,300,0.152419
100,200,0.139966
300,400,0.150479
100,300,0.159749
100,400,0.165247
400,0,0.118501
400,100,NaN
200,0,0.147788
400,200,NaN
