Longitude, Latitude, Total, Males, Females
200,100,55,29,26
400,300,33,14,19
0,0,16,9,7
200,200,65,36,29
400,400,31,15,16
0,100,38,15,23
200,300,55,28,27
0,200,47,26,21
200,400,3,2,1
0,300,27,14,13
0,400,54,29,25
300,0,77,26,51
300,100,78,42,36
100,0,41,20,21
300,200,38,23,15
100,100,67,35,32
300,300,75,35,40
100,200,87,41,46
300,400,44,18,26
100,300,30,14,16
100,400,26,11,15
400,0,87,41,46
400,100,41,20,21
200,0,87,47,40
400,200,45,21,24
