Longitude, Latitude, Total, Males, Females
200,100,73,39,34
400,300,0,0,0
0,0,0,0,0
200,200,78,44,34
400,400,61,32,29
0,100,134,63,71
200,300,107,55,52
0,200,132,58,74
200,400,99,50,49
0,300,143,74,69
0,400,97,43,54
300,0,62,36,26
300,100,62,37,25
100,0,0,0,0
300,200,24,9,15
100,100,78,31,47
300,300,23,13,10
100,200,76,42,34
300,400,64,31,33
100,300,100,55,45
100,400,139,76,63
400,0,24,13,11
400,100,0,0,0
200,0,74,28,46
400,200,0,0,0
