Longitude, Latitude, Heterozygocity
200,100,0.559620
400,300,0.522753
0,0,0.550309
200,200,0.548298
400,400,0.504050
0,100,0.527634
200,300,0.515045
0,200,0.542746
200,400,0.499635
0,300,0.490891
0,400,0.575410
300,0,0.579765
300,100,0.602257
100,0,0.541526
300,200,0.539355
100,100,0.586730
300,300,0.588751
100,200,0.595936
300,400,0.541691
100,300,0.503623
100,400,0.499574
400,0,0.594903
400,100,0.526061
200,0,0.568785
400,200,0.547795
