Longitude, Latitude, Total, Males, Females
200,100,31,11,20
400,300,30,13,17
0,0,47,20,27
200,200,40,25,15
400,400,39,16,23
0,100,30,14,16
200,300,42,17,25
0,200,43,27,16
200,400,29,15,14
0,300,15,10,5
0,400,10,9,1
300,0,43,21,22
300,100,37,19,18
100,0,35,18,17
300,200,47,22,25
100,100,34,20,14
300,300,42,23,19
100,200,20,10,10
300,400,22,13,9
100,300,43,20,23
100,400,42,20,22
400,0,47,27,20
400,100,49,26,23
200,0,58,33,25
400,200,21,16,5
