Longitude, Latitude, Total, Males, Females
200,100,66,31,35
400,300,33,19,14
0,0,48,21,27
200,200,48,22,26
400,400,24,12,12
0,100,27,10,17
200,300,31,12,19
0,200,35,19,16
200,400,17,10,7
0,300,17,7,10
0,400,69,35,34
300,0,67,30,37
300,100,107,58,49
100,0,33,15,18
300,200,40,17,23
100,100,92,41,51
300,300,84,44,40
100,200,90,41,49
300,400,46,22,24
100,300,33,19,14
100,400,27,13,14
400,0,71,38,33
400,100,50,23,27
200,0,64,31,33
400,200,65,33,32
