Longitude, Latitude, Total, Males, Females
200,100,66,30,36
400,300,48,23,25
0,0,56,30,26
200,200,49,25,24
400,400,22,13,9
0,100,51,24,27
200,300,32,19,13
0,200,71,31,40
200,400,15,5,10
0,300,15,8,7
0,400,64,29,35
300,0,64,24,40
300,100,133,53,80
100,0,28,16,12
300,200,40,14,26
100,100,82,42,40
300,300,98,43,55
100,200,74,37,37
300,400,44,23,21
100,300,39,17,22
100,400,23,7,16
400,0,91,46,45
400,100,43,24,19
200,0,82,44,38
400,200,65,32,33
