Longitude, Latitude, Total, Males, Females
200,100,41,23,18
400,300,40,26,14
0,0,31,16,15
200,200,16,7,9
400,400,23,13,10
0,100,26,15,11
200,300,50,20,30
0,200,31,20,11
200,400,39,20,19
0,300,29,20,9
0,400,18,8,10
300,0,43,19,24
300,100,26,9,17
100,0,42,23,19
300,200,24,8,16
100,100,34,22,12
300,300,25,13,12
100,200,25,13,12
300,400,19,11,8
100,300,27,10,17
100,400,53,25,28
400,0,26,14,12
400,100,34,15,19
200,0,33,16,17
400,200,12,6,6
