Longitude, Latitude, Heterozygocity
200,100,0.165168
400,300,NaN
0,0,NaN
200,200,0.146036
400,400,0.137386
0,100,0.177183
200,300,0.185030
0,200,0.175316
200,400,0.176098
0,300,0.161657
0,400,0.161541
300,0,0.163700
300,100,0.131166
100,0,NaN
300,200,0.109034
100,100,0.152083
300,300,0.144256
100,200,0.133866
300,400,0.141668
100,300,0.152678
100,400,0.165328
400,0,0.119281
400,100,NaN
200,0,0.145597
400,200,NaN
