Longitude, Latitude, Total, Males, Females
200,100,38,23,15
400,300,37,18,19
0,0,50,23,27
200,200,36,22,14
400,400,52,20,32
0,100,47,28,19
200,300,28,13,15
0,200,22,11,11
200,400,50,22,28
0,300,42,24,18
0,400,38,21,17
300,0,26,6,20
300,100,42,19,23
100,0,18,9,9
300,200,54,16,38
100,100,22,13,9
300,300,50,23,27
100,200,65,39,26
300,400,25,14,11
100,300,42,18,24
100,400,12,4,8
400,0,34,14,20
400,100,37,19,18
200,0,28,10,18
400,200,38,23,15
