Longitude, Latitude, Total, Males, Females
200,100,84,39,45
400,300,30,15,15
0,0,49,19,30
200,200,82,41,41
400,400,19,6,13
0,100,30,21,9
200,300,38,16,22
0,200,43,27,16
200,400,20,12,8
0,300,15,8,7
0,400,74,31,43
300,0,79,34,45
300,100,122,63,59
100,0,42,21,21
300,200,41,25,16
100,100,79,40,39
300,300,77,31,46
100,200,85,41,44
300,400,59,26,33
100,300,20,7,13
100,400,26,14,12
400,0,88,43,45
400,100,36,19,17
200,0,61,32,29
400,200,55,30,25
