Longitude, Latitude, Total, Males, Females
200,100,69,35,34
400,300,47,23,24
0,0,53,27,26
200,200,53,26,27
400,400,28,15,13
0,100,35,17,18
200,300,37,18,19
0,200,65,32,33
200,400,22,9,13
0,300,13,7,6
0,400,81,43,38
300,0,63,28,35
300,100,92,45,47
100,0,57,31,26
300,200,51,29,22
100,100,61,28,33
300,300,84,45,39
100,200,82,31,51
300,400,35,16,19
100,300,27,15,12
100,400,18,9,9
400,0,114,60,54
400,100,45,30,15
200,0,53,26,27
400,200,60,34,26
