Longitude, Latitude, Heterozygocity
200,100,0.126034
400,300,0.122109
0,0,0.135531
200,200,0.137751
400,400,0.131641
0,100,0.116611
200,300,0.135448
0,200,0.133396
200,400,0.119309
0,300,0.124625
0,400,0.144006
300,0,0.124313
300,100,0.139971
100,0,0.109672
300,200,0.126274
100,100,0.133220
300,300,0.138005
100,200,0.123967
300,400,0.128538
100,300,0.130786
100,400,0.110617
400,0,0.129670
400,100,0.113413
200,0,0.125348
400,200,0.107211
