Longitude, Latitude, Total, Males, Females
200,100,71,31,40
400,300,36,23,13
0,0,41,21,20
200,200,51,27,24
400,400,27,18,9
0,100,44,23,21
200,300,41,17,24
0,200,57,30,27
200,400,9,5,4
0,300,9,4,5
0,400,53,30,23
300,0,45,25,20
300,100,83,39,44
100,0,43,19,24
300,200,60,32,28
100,100,69,37,32
300,300,62,31,31
100,200,75,40,35
300,400,43,23,20
100,300,24,13,11
100,400,26,9,17
400,0,90,38,52
400,100,38,19,19
200,0,83,40,43
400,200,61,32,29
