Longitude, Latitude, Total, Males, Females
200,100,94,51,43
400,300,41,17,24
0,0,39,20,19
200,200,66,30,36
400,400,16,8,8
0,100,49,23,26
200,300,44,21,23
0,200,47,25,22
200,400,6,2,4
0,300,15,7,8
0,400,75,40,35
300,0,66,36,30
300,100,102,46,56
100,0,30,16,14
300,200,43,20,23
100,100,79,37,42
300,300,84,40,44
100,200,82,40,42
300,400,61,37,24
100,300,47,16,31
100,400,23,9,14
400,0,83,40,43
400,100,52,29,23
200,0,70,30,40
400,200,52,23,29
