Year, Patch, Nt, Males, Females
2000,1,0.136253
2000,2,0.132582
2000,3,0.136823
2000,4,0.145455
2000,5,0.138397
2000,6,0.131185
2000,7,0.153437
2000,8,0.138029
2000,9,0.133718
2000,10,0.129144
2000,11,0.153561
2000,12,0.132176
2000,13,0.159225
2000,14,0.123056
2000,15,0.137019
2000,16,0.148814
2000,17,0.147502
2000,18,0.132383
2000,19,0.156643
2000,20,0.143007
2000,21,0.121578
2000,22,0.132355
2000,23,0.125067
2000,24,0.134022
2000,25,0.114972
2001,1,0.137472
2001,2,0.134033
2001,3,0.136511
2001,4,0.146687
2001,5,0.138131
2001,6,0.131868
2001,7,0.150266
2001,8,0.138981
2001,9,0.136663
2001,10,0.137021
2001,11,0.152160
2001,12,0.132216
2001,13,0.155652
2001,14,0.121735
2001,15,0.138907
2001,16,0.147625
2001,17,0.153078
2001,18,0.134900
2001,19,0.160597
2001,20,0.140859
2001,21,0.119930
2001,22,0.134948
2001,23,0.125904
2001,24,0.136863
2001,25,0.115884
2002,1,0.136022
2002,2,0.132247
2002,3,0.137581
2002,4,0.143898
2002,5,0.140318
2002,6,0.132090
2002,7,0.147210
2002,8,0.138644
2002,9,0.135910
2002,10,0.132135
2002,11,0.152770
2002,12,0.130536
2002,13,0.154895
2002,14,0.121712
2002,15,0.139004
2002,16,0.146002
2002,17,0.150162
2002,18,0.135982
2002,19,0.159141
2002,20,0.139514
2002,21,0.122054
2002,22,0.134171
2002,23,0.123971
2002,24,0.130286
2002,25,0.112729
2003,1,0.132451
2003,2,0.131323
2003,3,0.139702
2003,4,0.144216
2003,5,0.136797
2003,6,0.129598
2003,7,0.146096
2003,8,0.134928
2003,9,0.134936
2003,10,0.134553
2003,11,0.148629
2003,12,0.131173
2003,13,0.157443
2003,14,0.126436
2003,15,0.138898
2003,16,0.145410
2003,17,0.149850
2003,18,0.136364
2003,19,0.160340
2003,20,0.141459
2003,21,0.122003
2003,22,0.132406
2003,23,0.124875
2003,24,0.129648
2003,25,0.116883
2004,1,0.134810
2004,2,0.130186
2004,3,0.135864
2004,4,0.144456
2004,5,0.132867
2004,6,0.127414
2004,7,0.145972
2004,8,0.135734
2004,9,0.132867
2004,10,0.132368
2004,11,0.145585
2004,12,0.127520
2004,13,0.156643
2004,14,0.125138
2004,15,0.137967
2004,16,0.144219
2004,17,0.149550
2004,18,0.134665
2004,19,0.158042
2004,20,0.144966
2004,21,0.118881
2004,22,0.131708
2004,23,0.125333
2004,24,0.131369
2004,25,0.113458
2005,1,0.135961
2005,2,0.128222
2005,3,0.138029
2005,4,0.144781
2005,5,0.133749
2005,6,0.127560
2005,7,0.146677
2005,8,0.134990
2005,9,0.132305
2005,10,0.135614
2005,11,0.148074
2005,12,0.127706
2005,13,0.154461
2005,14,0.124523
2005,15,0.133807
2005,16,0.146332
2005,17,0.148771
2005,18,0.134466
2005,19,0.155911
2005,20,0.143033
2005,21,0.123127
2005,22,0.133128
2005,23,0.123448
2005,24,0.132201
2005,25,0.113955
2006,1,0.130597
2006,2,0.127055
2006,3,0.131935
2006,4,0.144855
2006,5,0.124804
2006,6,0.130259
2006,7,0.145949
2006,8,0.134715
2006,9,0.128005
2006,10,0.131036
2006,11,0.147594
2006,12,0.127622
2006,13,0.153125
2006,14,0.123646
2006,15,0.140678
2006,16,0.143933
2006,17,0.146127
2006,18,0.133761
2006,19,0.154945
2006,20,0.140709
2006,21,0.121601
2006,22,0.129804
2006,23,0.122877
2006,24,0.123976
2006,25,0.114735
2007,1,0.130370
2007,2,0.125169
2007,3,0.134615
2007,4,0.146392
2007,5,0.133576
2007,6,0.130286
2007,7,0.144679
2007,8,0.134042
2007,9,0.127918
2007,10,0.134083
2007,11,0.142670
2007,12,0.125687
2007,13,0.148352
2007,14,0.117216
2007,15,0.137757
2007,16,0.141592
2007,17,0.147228
2007,18,0.130000
2007,19,0.155345
2007,20,0.141906
2007,21,0.119603
2007,22,0.131522
2007,23,0.121831
2007,24,0.124709
2007,25,0.113886
2008,1,0.135781
2008,2,0.126390
2008,3,0.134339
2008,4,0.142080
2008,5,0.133981
2008,6,0.129371
2008,7,0.140260
2008,8,0.133010
2008,9,0.132941
2008,10,0.133256
2008,11,0.146082
2008,12,0.126873
2008,13,0.147314
2008,14,0.124784
2008,15,0.135265
2008,16,0.142093
2008,17,0.148160
2008,18,0.129518
2008,19,0.153680
2008,20,0.139527
2008,21,0.114068
2008,22,0.126802
2008,23,0.124645
2008,24,0.124823
2008,25,0.113303
2009,1,0.134033
2009,2,0.127428
2009,3,0.137622
2009,4,0.145959
2009,5,0.131292
2009,6,0.128229
2009,7,0.144548
2009,8,0.132154
2009,9,0.134437
2009,10,0.130911
2009,11,0.143315
2009,12,0.123751
2009,13,0.153256
2009,14,0.120280
2009,15,0.133333
2009,16,0.137063
2009,17,0.146613
2009,18,0.132304
2009,19,0.147391
2009,20,0.135128
2009,21,0.118132
2009,22,0.131516
2009,23,0.118518
2009,24,0.123876
2009,25,0.115248
2010,1,0.137163
2010,2,0.124137
2010,3,0.134833
2010,4,0.144668
2010,5,0.132001
2010,6,0.126984
2010,7,0.145122
2010,8,0.130298
2010,9,0.132137
2010,10,0.127959
2010,11,0.141268
2010,12,0.123596
2010,13,0.145455
2010,14,0.113636
2010,15,0.133789
2010,16,0.139660
2010,17,0.150234
2010,18,0.130749
2010,19,0.143151
2010,20,0.133688
2010,21,0.115067
2010,22,0.130270
2010,23,0.120213
2010,24,0.122433
2010,25,0.113012
2011,1,0.139416
2011,2,0.126242
2011,3,0.134478
2011,4,0.141525
2011,5,0.126833
2011,6,0.130709
2011,7,0.148984
2011,8,0.129047
2011,9,0.128958
2011,10,0.131633
2011,11,0.150388
2011,12,0.125974
2011,13,0.149327
2011,14,0.113981
2011,15,0.134116
2011,16,0.135410
2011,17,0.146753
2011,18,0.131638
2011,19,0.139622
2011,20,0.135637
2011,21,0.115940
2011,22,0.128907
2011,23,0.116836
2011,24,0.123138
2011,25,0.114427
2012,1,0.134748
2012,2,0.122951
2012,3,0.135773
2012,4,0.142001
2012,5,0.125440
2012,6,0.126773
2012,7,0.146603
2012,8,0.132068
2012,9,0.130270
2012,10,0.131398
2012,11,0.144730
2012,12,0.125148
2012,13,0.149451
2012,14,0.111570
2012,15,0.130932
2012,16,0.135626
2012,17,0.144356
2012,18,0.130752
2012,19,0.138905
2012,20,0.134454
2012,21,0.112263
2012,22,0.132934
2012,23,0.116620
2012,24,0.123357
2012,25,0.115313
2013,1,0.135570
2013,2,0.123496
2013,3,0.134815
2013,4,0.139575
2013,5,0.128525
2013,6,0.128166
2013,7,0.149351
2013,8,0.134327
2013,9,0.128548
2013,10,0.129255
2013,11,0.145721
2013,12,0.125148
2013,13,0.146971
2013,14,0.110889
2013,15,0.129678
2013,16,0.132131
2013,17,0.144738
2013,18,0.131599
2013,19,0.135714
2013,20,0.135626
2013,21,0.114053
2013,22,0.132653
2013,23,0.116931
2013,24,0.126482
2013,25,0.113408
2014,1,0.132534
2014,2,0.126686
2014,3,0.131979
2014,4,0.136221
2014,5,0.132978
2014,6,0.122692
2014,7,0.147353
2014,8,0.132497
2014,9,0.130869
2014,10,0.127539
2014,11,0.148504
2014,12,0.122752
2014,13,0.147990
2014,14,0.109248
2014,15,0.132867
2014,16,0.137317
2014,17,0.143804
2014,18,0.129234
2014,19,0.134366
2014,20,0.132784
2014,21,0.111158
2014,22,0.132867
2014,23,0.117744
2014,24,0.124970
2014,25,0.111833
2015,1,0.137967
2015,2,0.124518
2015,3,0.136430
2015,4,0.139179
2015,5,0.129870
2015,6,0.123759
2015,7,0.147652
2015,8,0.133200
2015,9,0.127642
2015,10,0.127698
2015,11,0.143419
2015,12,0.123432
2015,13,0.147075
2015,14,0.109391
2015,15,0.130070
2015,16,0.136676
2015,17,0.142131
2015,18,0.131979
2015,19,0.134184
2015,20,0.135165
2015,21,0.111076
2015,22,0.134648
2015,23,0.114798
2015,24,0.124915
2015,25,0.110371
2016,1,0.133432
2016,2,0.126182
2016,3,0.133575
2016,4,0.141059
2016,5,0.132344
2016,6,0.122944
2016,7,0.145480
2016,8,0.132184
2016,9,0.124875
2016,10,0.128657
2016,11,0.141506
2016,12,0.126355
2016,13,0.143713
2016,14,0.109890
2016,15,0.129995
2016,16,0.136176
2016,17,0.138273
2016,18,0.131935
2016,19,0.132257
2016,20,0.133795
2016,21,0.113445
2016,22,0.134918
2016,23,0.118705
2016,24,0.124523
2016,25,0.108832
2017,1,0.137529
2017,2,0.123406
2017,3,0.136346
2017,4,0.138570
2017,5,0.129231
2017,6,0.123059
2017,7,0.147781
2017,8,0.134255
2017,9,0.127373
2017,10,0.128564
2017,11,0.145355
2017,12,0.127920
2017,13,0.144772
2017,14,0.108320
2017,15,0.129204
2017,16,0.135281
2017,17,0.137599
2017,18,0.129648
2017,19,0.134588
2017,20,0.131440
2017,21,0.111598
2017,22,0.129570
2017,23,0.115010
2017,24,0.123261
2017,25,0.111793
2018,1,0.133417
2018,2,0.123722
2018,3,0.134788
2018,4,0.135286
2018,5,0.132917
2018,6,0.122060
2018,7,0.145937
2018,8,0.132617
2018,9,0.126028
2018,10,0.125110
2018,11,0.145278
2018,12,0.123876
2018,13,0.144119
2018,14,0.112887
2018,15,0.132001
2018,16,0.132090
2018,17,0.135132
2018,18,0.126091
2018,19,0.134250
2018,20,0.130687
2018,21,0.112275
2018,22,0.130314
2018,23,0.113664
2018,24,0.126942
2018,25,0.111045
2019,1,0.130223
2019,2,0.123227
2019,3,0.134085
2019,4,0.138546
2019,5,0.131424
2019,6,0.113442
2019,7,0.142191
2019,8,0.133533
2019,9,0.124376
2019,10,0.124875
2019,11,0.145749
2019,12,0.127163
2019,13,0.144356
2019,14,0.111347
2019,15,0.133533
2019,16,0.134571
2019,17,0.136264
2019,18,0.127444
2019,19,0.134865
2019,20,0.130370
2019,21,0.110829
2019,22,0.135075
2019,23,0.114622
2019,24,0.126919
2019,25,0.111025
2020,1,0.128760
2020,2,0.122760
2020,3,0.136184
2020,4,0.134241
2020,5,0.130869
2020,6,0.119167
2020,7,0.143232
2020,8,0.131561
2020,9,0.121046
2020,10,0.123876
2020,11,0.139919
2020,12,0.125161
2020,13,0.140193
2020,14,0.107726
2020,15,0.136172
2020,16,0.133457
2020,17,0.133367
2020,18,0.126222
2020,19,0.132468
2020,20,0.127317
2020,21,0.110889
2020,22,0.130869
2020,23,0.114362
2020,24,0.125375
2020,25,0.109527
2021,1,0.127872
2021,2,0.121212
2021,3,0.133866
2021,4,0.136697
2021,5,0.130551
2021,6,0.117216
2021,7,0.135864
2021,8,0.134689
2021,9,0.120762
2021,10,0.126811
2021,11,0.143773
2021,12,0.124376
2021,13,0.137568
2021,14,0.107080
2021,15,0.130669
2021,16,0.132443
2021,17,0.135165
2021,18,0.126184
2021,19,0.130803
2021,20,0.127219
2021,21,0.109680
2021,22,0.134785
2021,23,0.115884
2021,24,0.125208
2021,25,0.110168
2022,1,0.126034
2022,2,0.122109
2022,3,0.135531
2022,4,0.137751
2022,5,0.131641
2022,6,0.116611
2022,7,0.135448
2022,8,0.133396
2022,9,0.119309
2022,10,0.124625
2022,11,0.144006
2022,12,0.124313
2022,13,0.139971
2022,14,0.109672
2022,15,0.126274
2022,16,0.133220
2022,17,0.138005
2022,18,0.123967
2022,19,0.128538
2022,20,0.130786
2022,21,0.110617
2022,22,0.129670
2022,23,0.113413
2022,24,0.125348
2022,25,0.107211
2023,1,0.127273
2023,2,0.117647
2023,3,0.134711
2023,4,0.139769
2023,5,0.131012
2023,6,0.119928
2023,7,0.135453
2023,8,0.133804
2023,9,0.115385
2023,10,0.124917
2023,11,0.140552
2023,12,0.127273
2023,13,0.138441
2023,14,0.108891
2023,15,0.137962
2023,16,0.132773
2023,17,0.135587
2023,18,0.121429
2023,19,0.132724
2023,20,0.129912
2023,21,0.109665
2023,22,0.133081
2023,23,0.112254
2023,24,0.122627
2023,25,0.105603
2024,1,0.126643
2024,2,0.118694
2024,3,0.135365
2024,4,0.138795
2024,5,0.127481
2024,6,0.119523
2024,7,0.132284
2024,8,0.132724
2024,9,0.119193
2024,10,0.125057
2024,11,0.141911
2024,12,0.125779
2024,13,0.136768
2024,14,0.109481
2024,15,0.134266
2024,16,0.132296
2024,17,0.137175
2024,18,0.126174
2024,19,0.130408
2024,20,0.128272
2024,21,0.111833
2024,22,0.128372
2024,23,0.113048
2024,24,0.123245
