Year,Id,Stage,Age,Sex,CurrentX,CurrentY,CurrentPatch
2000,1010010,juvenile,1,male,239.392452,101.294706,7
2000,1010009,juvenile,1,female,239.392452,101.294706,7
2000,1010008,juvenile,1,male,239.392452,101.294706,7
2000,1010007,juvenile,1,male,239.392452,101.294706,7
2000,1010006,juvenile,1,female,239.392452,101.294706,7
2000,1010005,juvenile,1,female,239.392452,101.294706,7
2000,1010004,juvenile,1,male,239.392452,101.294706,7
2000,1010003,juvenile,1,female,239.392452,101.294706,7
2000,1010002,juvenile,1,male,239.392452,101.294706,7
2000,1010001,juvenile,1,female,239.392452,101.294706,7
2000,1010032,juvenile,1,male,61.128096,275.305425,8
2000,1010031,juvenile,1,female,61.128096,275.305425,8
2000,1010030,juvenile,1,male,61.128096,275.305425,8
2000,1010029,juvenile,1,male,61.128096,275.305425,8
2000,1010028,juvenile,1,male,61.128096,275.305425,8
2000,1010027,juvenile,1,female,61.128096,275.305425,8
2000,1010026,juvenile,1,female,61.128096,275.305425,8
2000,1010025,juvenile,1,female,61.128096,275.305425,8
2000,1010024,juvenile,1,male,239.392452,101.294706,7
2000,1010023,juvenile,1,female,239.392452,101.294706,7
2000,1010022,juvenile,1,female,239.392452,101.294706,7
2000,1010021,juvenile,1,male,239.392452,101.294706,7
2000,1010020,juvenile,1,female,239.392452,101.294706,7
2000,1010019,juvenile,1,female,239.392452,101.294706,7
2000,1010018,juvenile,1,female,239.392452,101.294706,7
2000,1010017,juvenile,1,female,239.392452,101.294706,7
2000,1010048,juvenile,1,female,61.128096,275.305425,8
2000,1010047,juvenile,1,male,61.128096,275.305425,8
2000,1010046,juvenile,1,male,61.128096,275.305425,8
2000,1010045,juvenile,1,male,61.128096,275.305425,8
2000,1010044,juvenile,1,female,61.128096,275.305425,8
2000,1010043,juvenile,1,female,61.128096,275.305425,8
2000,1010042,juvenile,1,female,61.128096,275.305425,8
2000,1010041,juvenile,1,female,61.128096,275.305425,8
2000,1010040,juvenile,1,female,61.128096,275.305425,8
2000,1010039,juvenile,1,female,61.128096,275.305425,8
2000,1010038,juvenile,1,male,61.128096,275.305425,8
2000,1010037,juvenile,1,female,61.128096,275.305425,8
2000,1010036,juvenile,1,female,61.128096,275.305425,8
2000,1010035,juvenile,1,female,61.128096,275.305425,8
2000,1010034,juvenile,1,male,61.128096,275.305425,8
2000,1010033,juvenile,1,female,61.128096,275.305425,8
2000,1010064,juvenile,1,female,61.128096,275.305425,8
2000,1010063,juvenile,1,female,61.128096,275.305425,8
2000,1010062,juvenile,1,male,61.128096,275.305425,8
2000,1010061,juvenile,1,male,61.128096,275.305425,8
2000,1010060,juvenile,1,male,61.128096,275.305425,8
2000,1010059,juvenile,1,male,61.128096,275.305425,8
2000,1010058,juvenile,1,male,61.128096,275.305425,8
2000,1010057,juvenile,1,male,61.128096,275.305425,8
2000,1010056,juvenile,1,female,61.128096,275.305425,8
2000,1010055,juvenile,1,male,61.128096,275.305425,8
2000,1010054,juvenile,1,male,61.128096,275.305425,8
2000,1010053,juvenile,1,female,61.128096,275.305425,8
2000,1010052,juvenile,1,female,61.128096,275.305425,8
2000,1010051,juvenile,1,male,61.128096,275.305425,8
2000,1010050,juvenile,1,female,61.128096,275.305425,8
2000,1010049,juvenile,1,male,61.128096,275.305425,8
2000,1010080,juvenile,1,female,61.128096,275.305425,8
2000,1010079,juvenile,1,male,61.128096,275.305425,8
2000,1010078,juvenile,1,male,61.128096,275.305425,8
2000,1010077,juvenile,1,male,61.128096,275.305425,8
2000,1010076,juvenile,1,male,61.128096,275.305425,8
2000,1010075,juvenile,1,female,61.128096,275.305425,8
2000,1010074,juvenile,1,female,61.128096,275.305425,8
2000,1010073,juvenile,1,male,61.128096,275.305425,8
