Longitude, Latitude, Heterozygocity
200,100,0.122396
400,300,0.123576
0,0,0.134093
200,200,0.128599
400,400,0.124875
0,100,0.120435
200,300,0.137196
0,200,0.125741
200,400,0.116740
0,300,0.121643
0,400,0.139694
300,0,0.120130
300,100,0.132805
100,0,0.108050
300,200,0.125062
100,100,0.129870
300,300,0.129181
100,200,0.123508
300,400,0.130105
100,300,0.127515
100,400,0.109890
400,0,0.132750
400,100,0.111189
200,0,0.121928
400,200,0.100649
