Longitude, Latitude, Total, Males, Females
200,100,38,17,21
400,300,29,11,18
0,0,28,14,14
200,200,68,35,33
400,400,43,31,12
0,100,39,19,20
200,300,62,25,37
0,200,55,29,26
200,400,44,19,25
0,300,29,19,10
0,400,31,18,13
300,0,46,23,23
300,100,46,20,26
100,0,40,23,17
300,200,50,28,22
100,100,30,14,16
300,300,19,11,8
100,200,35,12,23
300,400,36,20,16
100,300,27,11,16
100,400,36,21,15
400,0,57,29,28
400,100,34,18,16
200,0,6,6,0
400,200,35,17,18
