Longitude, Latitude, Heterozygocity
200,100,0.543493
400,300,0.509197
0,0,0.529841
200,200,0.531695
400,400,0.500842
0,100,0.518404
200,300,0.504516
0,200,0.529880
200,400,0.498850
0,300,0.490751
0,400,0.553447
300,0,0.556688
300,100,0.581480
100,0,0.522952
300,200,0.520760
100,100,0.562397
300,300,0.562663
100,200,0.574064
300,400,0.528657
100,300,0.497280
100,400,0.499257
400,0,0.570758
400,100,0.513071
200,0,0.544516
400,200,0.532011
