Longitude, Latitude, Total, Males, Females
200,100,90,43,47
400,300,33,17,16
0,0,49,25,24
200,200,63,34,29
400,400,25,8,17
0,100,31,22,9
200,300,34,19,15
0,200,28,17,11
200,400,5,1,4
0,300,21,14,7
0,400,74,35,39
300,0,61,31,30
300,100,102,50,52
100,0,46,24,22
300,200,31,16,15
100,100,76,35,41
300,300,68,40,28
100,200,75,39,36
300,400,65,33,32
100,300,36,25,11
100,400,28,10,18
400,0,98,41,57
400,100,43,20,23
200,0,65,28,37
400,200,61,32,29
