Longitude, Latitude, Heterozygocity
200,100,0.166603
400,300,NaN
0,0,NaN
200,200,0.151135
400,400,0.143017
0,100,0.172087
200,300,0.190728
0,200,0.178889
200,400,0.166489
0,300,0.169953
0,400,0.157164
300,0,0.165942
300,100,0.140720
100,0,NaN
300,200,0.099044
100,100,0.161286
300,300,0.153231
100,200,0.137247
300,400,0.147580
100,300,0.162242
100,400,0.168504
400,0,0.121037
400,100,NaN
200,0,0.150738
400,200,NaN
