Longitude, Latitude, Total, Males, Females
200,100,29,13,16
400,300,31,16,15
0,0,46,22,24
200,200,41,19,22
400,400,32,10,22
0,100,28,16,12
200,300,43,17,26
0,200,42,25,17
200,400,44,27,17
0,300,28,16,12
0,400,48,21,27
300,0,36,12,24
300,100,28,16,12
100,0,38,23,15
300,200,44,18,26
100,100,64,31,33
300,300,35,11,24
100,200,21,10,11
300,400,34,19,15
100,300,42,16,26
100,400,44,23,21
400,0,41,28,13
400,100,22,12,10
200,0,55,25,30
400,200,40,20,20
