Longitude, Latitude, Total, Males, Females
200,100,53,30,23
400,300,38,20,18
0,0,17,4,13
200,200,50,30,20
400,400,66,28,38
0,100,36,16,20
200,300,41,17,24
0,200,48,28,20
200,400,31,17,14
0,300,28,12,16
0,400,49,24,25
300,0,19,4,15
300,100,28,10,18
100,0,25,21,4
300,200,31,18,13
100,100,45,26,19
300,300,53,23,30
100,200,23,10,13
300,400,31,16,15
100,300,31,16,15
100,400,23,8,15
400,0,29,20,9
400,100,31,11,20
200,0,17,8,9
400,200,50,30,20
