Longitude, Latitude, Total, Males, Females
200,100,74,28,46
400,300,27,15,12
0,0,59,27,32
200,200,47,27,20
400,400,36,21,15
0,100,42,14,28
200,300,39,22,17
0,200,64,37,27
200,400,8,5,3
0,300,19,6,13
0,400,56,31,25
300,0,43,27,16
300,100,102,44,58
100,0,27,14,13
300,200,33,14,19
100,100,59,32,27
300,300,75,35,40
100,200,72,32,40
300,400,27,17,10
100,300,41,14,27
100,400,42,25,17
400,0,81,41,40
400,100,54,25,29
200,0,68,27,41
400,200,48,24,24
