Longitude, Latitude, Total, Males, Females
200,100,25,13,12
400,300,46,25,21
0,0,29,18,11
200,200,52,30,22
400,400,17,6,11
0,100,45,22,23
200,300,59,27,32
0,200,50,34,16
200,400,41,21,20
0,300,24,17,7
0,400,13,10,3
300,0,39,14,25
300,100,29,12,17
100,0,56,36,20
300,200,38,19,19
100,100,41,20,21
300,300,17,8,9
100,200,24,15,9
300,400,36,23,13
100,300,41,14,27
100,400,31,17,14
400,0,47,27,20
400,100,24,11,13
200,0,2,3,-1
400,200,43,22,21
