Longitude, Latitude, Heterozygocity
200,100,0.548524
400,300,0.512780
0,0,0.535778
200,200,0.538982
400,400,0.501507
0,100,0.518235
200,300,0.507218
0,200,0.534522
200,400,0.498850
0,300,0.490878
0,400,0.559362
300,0,0.562782
300,100,0.588312
100,0,0.529609
300,200,0.526163
100,100,0.573245
300,300,0.568601
100,200,0.579435
300,400,0.533012
100,300,0.499238
100,400,0.499444
400,0,0.582437
400,100,0.518781
200,0,0.551077
400,200,0.536232
