Longitude, Latitude, Total, Males, Females
200,100,54,25,29
400,300,50,23,27
0,0,40,23,17
200,200,67,30,37
400,400,29,13,16
0,100,38,22,16
200,300,26,12,14
0,200,50,19,31
200,400,20,9,11
0,300,9,6,3
0,400,48,19,29
300,0,66,36,30
300,100,90,46,44
100,0,52,28,24
300,200,46,29,17
100,100,69,25,44
300,300,80,38,42
100,200,91,41,50
300,400,22,9,13
100,300,34,16,18
100,400,27,13,14
400,0,109,46,63
400,100,47,25,22
200,0,74,40,34
400,200,51,29,22
