Longitude, Latitude, Total, Males, Females
200,100,35,14,21
400,300,40,28,12
0,0,40,24,16
200,200,52,33,19
400,400,36,17,19
0,100,34,19,15
200,300,42,24,18
0,200,49,29,20
200,400,46,25,21
0,300,43,28,15
0,400,34,13,21
300,0,54,27,27
300,100,46,21,25
100,0,47,24,23
300,200,50,29,21
100,100,27,16,11
300,300,36,22,14
100,200,29,20,9
300,400,30,15,15
100,300,40,16,24
100,400,30,12,18
400,0,28,15,13
400,100,23,12,11
200,0,31,14,17
400,200,47,26,21
