Longitude, Latitude, Total, Males, Females
200,100,71,31,40
400,300,40,20,20
0,0,54,24,30
200,200,58,30,28
400,400,28,12,16
0,100,35,14,21
200,300,25,10,15
0,200,46,23,23
200,400,20,6,14
0,300,11,6,5
0,400,67,32,35
300,0,58,27,31
300,100,97,52,45
100,0,43,21,22
300,200,24,9,15
100,100,67,33,34
300,300,80,32,48
100,200,104,51,53
300,400,46,22,24
100,300,26,18,8
100,400,21,10,11
400,0,85,43,42
400,100,36,22,14
200,0,72,36,36
400,200,55,30,25
