Longitude, Latitude, Heterozygocity
200,100,0.526496
400,300,0.499210
0,0,0.521386
200,200,0.519601
400,400,0.499868
0,100,0.508776
200,300,0.497858
0,200,0.517925
200,400,0.498850
0,300,0.490751
0,400,0.533241
300,0,0.536934
300,100,0.561129
100,0,0.517409
300,200,0.509425
100,100,0.544756
300,300,0.545479
100,200,0.554138
300,400,0.518277
100,300,0.495985
100,400,0.498750
400,0,0.556002
400,100,0.505143
200,0,0.530132
400,200,0.518115
