Longitude, Latitude, Total, Males, Females
200,100,70,39,31
400,300,28,13,15
0,0,57,31,26
200,200,59,36,23
400,400,23,13,10
0,100,57,33,24
200,300,27,15,12
0,200,50,26,24
200,400,22,11,11
0,300,19,9,10
0,400,51,27,24
300,0,102,51,51
300,100,105,57,48
100,0,28,16,12
300,200,42,14,28
100,100,47,16,31
300,300,119,55,64
100,200,81,31,50
300,400,51,26,25
100,300,37,18,19
100,400,24,11,13
400,0,101,47,54
400,100,31,17,14
200,0,67,28,39
400,200,65,35,30
