Longitude, Latitude, Total, Males, Females
200,100,73,44,29
400,300,43,15,28
0,0,61,29,32
200,200,52,26,26
400,400,26,15,11
0,100,50,32,18
200,300,31,24,7
0,200,50,21,29
200,400,15,11,4
0,300,13,8,5
0,400,36,23,13
300,0,70,33,37
300,100,97,49,48
100,0,48,23,25
300,200,36,15,21
100,100,77,32,45
300,300,88,50,38
100,200,97,50,47
300,400,25,10,15
100,300,37,22,15
100,400,19,5,14
400,0,82,36,46
400,100,35,15,20
200,0,72,32,40
400,200,43,23,20
