Longitude, Latitude, Heterozygocity
200,100,0.536313
400,300,0.504237
0,0,0.524655
200,200,0.525547
400,400,0.499504
0,100,0.512481
200,300,0.500862
0,200,0.524938
200,400,0.498850
0,300,0.490751
0,400,0.545668
300,0,0.544073
300,100,0.574593
100,0,0.521444
300,200,0.513745
100,100,0.556938
300,300,0.554328
100,200,0.561536
300,400,0.522748
100,300,0.495921
100,400,0.498913
400,0,0.566685
400,100,0.509449
200,0,0.537541
400,200,0.526808
